Date,MaxTempF,MeanTempF,MinTempF
1983-01-15,42,40,37
1983-01-16,37,32,28
1983-01-17,32,28,24
1983-01-18,25,20,15
1983-01-19,21,16,12
1983-01-20,27,20,12
1983-01-21,36,28,19
1983-01-22,39,30,21
1983-01-23,51,44,36
1983-01-24,48,44,39
1983-01-25,45,40,35
1983-01-26,39,36,33
1983-01-27,35,32,28
1983-01-28,37,34,30
1983-01-29,39,34,30
1983-01-30,44,37,30
1983-01-31,48,42,37
1984-01-01,34,29,24
1984-01-02,35,32,28
1984-01-03,37,34,30
1984-01-04,39,36,32
1984-01-05,42,40,37
1984-01-06,43,40,37
1984-01-07,39,32,24
1984-01-08,32,24,18
1984-01-09,37,32,28
1984-01-10,46,39,30
1984-01-11,28,24,17
1984-01-12,21,16,12
1984-01-13,27,22,19
1984-01-14,35,30,26
1984-01-15,30,24,19
1984-01-16,24,20,15
1984-01-17,33,26,19
1984-01-18,32,30,28
1984-01-19,30,24,18
1984-01-20,19,14,10
1984-01-21,17,12,7
1984-01-22,21,14,7
1984-01-23,30,24,18
1984-01-24,43,35,27
1984-01-25,45,40,34
1984-01-26,48,41,34
1984-01-27,51,40,30
1984-01-28,39,33,27
1984-01-29,36,32,28
1984-01-30,37,32,28
1984-01-31,37,30,23
1985-01-01,52,46,41
1985-01-02,57,48,37
1985-01-03,37,34,32
1985-01-04,36,32,28
1985-01-05,37,32,28
1985-01-06,43,36,28
1985-01-07,48,40,33
1985-01-08,39,28,18
1985-01-09,26,21,16
1985-01-10,28,22,17
1985-01-11,25,23,21
1985-01-12,34,26,19
1985-01-13,36,32,28
1985-01-14,43,36,28
1985-01-15,39,28,17
1985-01-16,27,20,12
1985-01-17,32,28,23
1985-01-18,35,30,25
1985-01-19,36,32,26
1985-01-20,24,15,3
1985-01-21,10,4,-2
1985-01-22,28,19,10
1985-01-23,28,26,23
1985-01-24,36,30,24
1985-01-25,39,34,28
1985-01-26,32,28,21
1985-01-27,32,26,19
1985-01-28,42,32,21
1985-01-29,37,32,26
1985-01-30,33,27,21
1985-01-31,35,28,21
1986-01-01,42,38,28
1986-01-02,44,36,28
1986-01-03,51,44,37
1986-01-04,43,36,28
1986-01-05,45,39,30
1986-01-06,37,32,28
1986-01-07,28,24,18
1986-01-08,28,22,16
1986-01-09,37,29,21
1986-01-10,46,39,32
1986-01-11,39,34,28
1986-01-12,45,38,30
1986-01-13,46,36,21
1986-01-14,21,18,15
1986-01-15,23,15,7
1986-01-16,36,28,19
1986-01-17,46,37,28
1986-01-18,57,46,35
1986-01-19,55,49,43
1986-01-20,54,46,37
1986-01-21,50,44,37
1986-01-22,52,40,28
1986-01-23,44,37,28
1986-01-24,33,27,21
1986-01-25,46,36,26
1986-01-26,50,44,39
1986-01-27,39,36,28
1986-01-28,23,18,12
1986-01-29,21,16,12
1986-01-30,30,24,19
1986-01-31,34,28,21
1987-01-01,37,34,30
1987-01-02,41,37,33
1987-01-03,41,36,30
1987-01-04,35,30,26
1987-01-05,37,32,26
1987-01-06,39,33,27
1987-01-07,46,41,36
1987-01-08,39,36,32
1987-01-09,39,36,34
1987-01-10,43,38,33
1987-01-11,41,38,36
1987-01-12,39,37,35
1987-01-13,44,40,36
1987-01-14,46,38,30
1987-01-15,53,48,43
1987-01-16,50,41,30
1987-01-17,32,28,23
1987-01-18,39,32,25
1987-01-19,39,34,30
1987-01-20,33,32,30
1987-01-21,37,34,30
1987-01-22,35,32,30
1987-01-23,35,28,19
1987-01-24,18,16,12
1987-01-25,24,18,12
1987-01-26,23,21,19
1987-01-27,24,18,12
1987-01-28,28,21,14
1987-01-29,37,29,21
1987-01-30,39,34,28
1987-01-31,37,34,30
1988-01-01,43,40,37
1988-01-02,35,30,26
1988-01-03,33,27,21
1988-01-04,37,34,30
1988-01-05,25,18,12
1988-01-06,21,15,9
1988-01-07,19,16,12
1988-01-08,28,22,17
1988-01-09,32,28,25
1988-01-10,28,24,16
1988-01-11,28,18,8
1988-01-12,36,28,19
1988-01-13,39,30,19
1988-01-14,19,13,7
1988-01-15,21,13,5
1988-01-16,34,25,16
1988-01-17,37,32,26
1988-01-18,44,40,36
1988-01-19,48,42,37
1988-01-20,42,38,35
1988-01-21,48,42,37
1988-01-22,37,32,28
1988-01-23,35,30,25
1988-01-24,44,36,28
1988-01-25,42,38,33
1988-01-26,36,28,21
1988-01-27,28,24,19
1988-01-28,27,23,19
1988-01-29,30,24,19
1988-01-30,42,36,30
1988-01-31,53,44,34
1989-01-01,37,32,28
1989-01-02,42,39,36
1989-01-03,39,34,30
1989-01-04,30,21,12
1989-01-05,26,18,10
1989-01-06,27,24,21
1989-01-07,35,32,28
1989-01-08,46,40,34
1989-01-09,45,40,35
1989-01-10,35,32,28
1989-01-11,41,36,30
1989-01-12,48,38,28
1989-01-13,44,37,30
1989-01-14,39,32,25
1989-01-15,48,42,37
1989-01-16,45,40,34
1989-01-17,48,40,32
1989-01-18,46,39,32
1989-01-19,50,44,37
1989-01-20,48,42,34
1989-01-21,32,24,17
1989-01-22,39,30,21
1989-01-23,42,36,30
1989-01-24,55,42,28
1989-01-25,46,40,35
1989-01-26,46,41,36
1989-01-27,46,42,37
1989-01-28,44,36,28
1989-01-29,50,44,37
1989-01-30,48,44,41
1989-01-31,50,44,37
1990-01-01,44,39,33
1990-01-02,41,34,28
1990-01-03,48,38,28
1990-01-04,50,40,30
1990-01-05,46,41,35
1990-01-06,45,39,33
1990-01-07,39,32,26
1990-01-08,42,37,32
1990-01-09,43,38,32
1990-01-10,46,42,39
1990-01-11,42,40,36
1990-01-12,42,38,33
1990-01-13,34,30,25
1990-01-14,36,31,26
1990-01-15,39,36,34
1990-01-16,51,42,33
1990-01-17,50,44,37
1990-01-18,59,52,44
1990-01-19,46,40,32
1990-01-20,37,32,28
1990-01-21,37,36,34
1990-01-22,43,36,30
1990-01-23,45,40,35
1990-01-24,53,48,42
1990-01-25,50,46,42
1990-01-26,48,42,37
1990-01-27,43,38,32
1990-01-28,55,46,36
1990-01-29,45,42,39
1990-01-30,46,42,37
1990-01-31,46,38,30
1991-01-01,39,30,23
1991-01-02,48,42,36
1991-01-03,42,37,32
1991-01-04,36,32,28
1991-01-05,39,33,27
1991-01-06,45,41,37
1991-01-07,39,32,25
1991-01-08,30,24,19
1991-01-09,36,32,28
1991-01-10,43,36,28
1991-01-11,36,28,21
1991-01-12,42,38,33
1991-01-13,36,32,27
1991-01-14,37,30,23
1991-01-15,46,38,30
1991-01-16,52,42,33
1991-01-17,48,44,39
1991-01-18,42,38,35
1991-01-19,46,40,33
1991-01-20,55,47,39
1991-01-21,45,32,17
1991-01-22,21,16,10
1991-01-23,35,24,14
1991-01-24,39,34,28
1991-01-25,27,22,18
1991-01-26,35,28,21
1991-01-27,41,34,28
1991-01-28,50,43,36
1991-01-29,48,39,30
1991-01-30,46,44,43
1991-01-31,46,36,26
1992-01-01,43,36,28
1992-01-02,51,44,36
1992-01-03,53,46,39
1992-01-04,48,46,43
1992-01-05,53,47,41
1992-01-06,48,42,37
1992-01-07,48,42,37
1992-01-08,45,40,34
1992-01-09,44,37,30
1992-01-10,46,42,37
1992-01-11,39,34,30
1992-01-12,42,35,28
1992-01-13,54,46,37
1992-01-14,57,47,36
1992-01-15,36,30,23
1992-01-16,30,24,17
1992-01-17,34,24,15
1992-01-18,34,26,16
1992-01-19,23,18,12
1992-01-20,28,23,18
1992-01-21,39,32,24
1992-01-22,39,36,32
1992-01-23,54,46,37
1992-01-24,46,37,27
1992-01-25,28,24,21
1992-01-26,30,26,21
1992-01-27,36,28,21
1992-01-28,42,34,26
1992-01-29,44,36,27
1992-01-30,43,36,28
1992-01-31,48,44,39
1993-01-01,55,41,26
1993-01-02,37,32,26
1993-01-03,43,34,24
1993-01-04,54,48,41
1993-01-05,62,52,42
1993-01-06,45,40,35
1993-01-07,44,40,36
1993-01-08,42,40,37
1993-01-09,37,32,27
1993-01-10,27,26,24
1993-01-11,34,29,24
1993-01-12,39,36,34
1993-01-13,42,39,36
1993-01-14,37,34,30
1993-01-15,39,36,32
1993-01-16,39,34,30
1993-01-17,41,36,30
1993-01-18,39,33,27
1993-01-19,37,30,23
1993-01-20,45,36,28
1993-01-21,43,34,26
1993-01-22,52,48,43
1993-01-23,48,42,37
1993-01-24,50,44,37
1993-01-25,43,38,33
1993-01-26,34,30,26
1993-01-27,45,38,30
1993-01-28,39,34,28
1993-01-29,44,34,23
1993-01-30,37,30,23
1993-01-31,46,38,30
1994-01-01,41,34,26
1994-01-02,50,42,33
1994-01-03,35,32,30
1994-01-04,42,35,26
1994-01-05,34,29,23
1994-01-06,26,22,18
1994-01-07,32,26,23
1994-01-08,32,26,18
1994-01-09,25,20,15
1994-01-10,26,21,16
1994-01-11,36,27,18
1994-01-12,34,32,30
1994-01-13,39,36,32
1994-01-14,36,32,24
1994-01-15,21,16,8
1994-01-16,16,10,3
1994-01-17,45,30,14
1994-01-18,37,22,7
1994-01-19,9,4,0
1994-01-20,14,8,3
1994-01-21,21,14,7
1994-01-22,33,25,17
1994-01-23,33,26,19
1994-01-24,46,38,30
1994-01-25,37,35,33
1994-01-26,33,22,10
1994-01-27,34,17,1
1994-01-28,50,42,34
1994-01-29,43,39,35
1994-01-30,36,32,27
1994-01-31,32,26,21
1995-01-01,54,46,37
1995-01-02,44,36,28
1995-01-03,32,28,24
1995-01-04,35,29,21
1995-01-05,27,22,17
1995-01-06,39,31,23
1995-01-07,51,44,37
1995-01-08,37,35,33
1995-01-09,39,34,28
1995-01-10,35,30,25
1995-01-11,35,32,30
1995-01-12,46,40,33
1995-01-13,55,48,41
1995-01-14,55,50,46
1995-01-15,57,54,52
1995-01-16,55,52,48
1995-01-17,54,49,44
1995-01-18,44,42,39
1995-01-19,42,40,37
1995-01-20,50,46,41
1995-01-21,44,40,36
1995-01-22,39,36,32
1995-01-23,41,34,28
1995-01-24,39,36,32
1995-01-25,44,40,36
1995-01-26,42,38,34
1995-01-27,39,34,30
1995-01-28,33,27,21
1995-01-29,37,28,19
1995-01-30,42,32,21
1995-01-31,43,36,28
1996-01-01,43,40,36
1996-01-02,39,34,30
1996-01-03,30,27,23
1996-01-04,26,22,17
1996-01-05,28,22,12
1996-01-06,19,14,9
1996-01-07,23,19,15
1996-01-08,24,22,19
1996-01-09,28,24,19
1996-01-10,34,29,24
1996-01-11,28,24,19
1996-01-12,39,32,24
1996-01-13,37,34,32
1996-01-14,37,34,30
1996-01-15,44,32,21
1996-01-16,37,26,16
1996-01-17,39,36,34
1996-01-18,50,39,30
1996-01-19,54,44,30
1996-01-20,33,28,24
1996-01-21,35,30,24
1996-01-22,39,34,28
1996-01-23,39,36,34
1996-01-24,46,42,39
1996-01-25,41,34,26
1996-01-26,44,34,23
1996-01-27,50,44,36
1996-01-28,37,34,30
1996-01-29,39,32,26
1996-01-30,42,38,34
1996-01-31,39,30,19
1997-01-01,28,20,12
1997-01-02,42,35,28
1997-01-03,57,50,42
1997-01-04,48,45,42
1997-01-05,51,48,45
1997-01-06,48,42,35
1997-01-07,36,32,27
1997-01-08,35,31,27
1997-01-09,37,32,26
1997-01-10,39,37,34
1997-01-11,34,28,21
1997-01-12,28,23,18
1997-01-13,33,26,18
1997-01-14,32,26,21
1997-01-15,37,29,23
1997-01-16,45,36,28
1997-01-17,23,18,10
1997-01-18,18,14,7
1997-01-19,19,12,5
1997-01-20,33,26,19
1997-01-21,37,32,28
1997-01-22,46,39,32
1997-01-23,52,41,28
1997-01-24,45,34,25
1997-01-25,48,42,35
1997-01-26,34,29,23
1997-01-27,41,30,21
1997-01-28,44,36,28
1997-01-29,30,27,23
1997-01-30,32,24,19
1997-01-31,37,34,30
1998-01-01,30,22,15
1998-01-02,46,38,30
1998-01-03,54,46,39
1998-01-04,59,52,44
1998-01-05,48,44,41
1998-01-06,57,49,41
1998-01-07,52,48,44
1998-01-08,55,50,46
1998-01-09,55,52,48
1998-01-10,48,42,37
1998-01-11,48,42,36
1998-01-12,41,36,30
1998-01-13,48,41,32
1998-01-14,33,28,24
1998-01-15,45,36,26
1998-01-16,39,36,33
1998-01-17,39,36,32
1998-01-18,35,32,30
1998-01-19,39,34,30
1998-01-20,39,34,30
1998-01-21,39,34,28
1998-01-22,36,33,30
1998-01-23,52,42,33
1998-01-24,50,44,36
1998-01-25,39,36,33
1998-01-26,42,36,30
1998-01-27,42,36,31
1998-01-28,37,36,34
1998-01-29,50,42,35
1998-01-30,48,42,36
1998-01-31,43,38,33
1999-01-01,30,22,12
1999-01-02,25,17,10
1999-01-03,53,38,24
1999-01-04,32,26,21
1999-01-05,28,23,18
1999-01-06,33,26,19
1999-01-07,35,30,24
1999-01-08,37,29,21
1999-01-09,50,40,30
1999-01-10,28,26,24
1999-01-11,27,24,21
1999-01-12,48,39,30
1999-01-13,50,38,26
1999-01-14,26,20,17
1999-01-15,46,37,28
1999-01-16,42,32,23
1999-01-17,52,42,32
1999-01-18,54,46,37
1999-01-19,48,42,36
1999-01-20,46,42,35
1999-01-21,46,38,30
1999-01-22,44,42,39
1999-01-23,51,46,42
1999-01-24,54,48,41
1999-01-25,39,36,33
1999-01-26,41,36,30
1999-01-27,42,36,30
1999-01-28,42,40,36
1999-01-29,37,32,26
1999-01-30,37,30,23
1999-01-31,30,23,16
2000-01-01,46,38,30
2000-01-02,54,46,39
2000-01-03,59,52,46
2000-01-04,55,52,46
2000-01-05,46,37,28
2000-01-06,42,33,24
2000-01-07,48,42,36
2000-01-08,37,34,30
2000-01-09,48,42,37
2000-01-10,55,49,43
2000-01-11,51,45,39
2000-01-12,46,42,39
2000-01-13,37,28,18
2000-01-14,23,18,14
2000-01-15,30,24,17
2000-01-16,46,36,21
2000-01-17,19,14,8
2000-01-18,19,11,3
2000-01-19,30,20,10
2000-01-20,27,24,21
2000-01-21,23,16,10
2000-01-22,19,14,9
2000-01-23,27,22,17
2000-01-24,36,30,24
2000-01-25,33,30,26
2000-01-26,30,26,21
2000-01-27,21,16,12
2000-01-28,21,15,9
2000-01-29,33,25,17
2000-01-30,37,28,19
2000-01-31,41,34,28
2001-01-01,30,27,21
2001-01-02,26,22,18
2001-01-03,28,23,18
2001-01-04,33,28,24
2001-01-05,33,26,19
2001-01-06,39,32,26
2001-01-07,39,32,26
2001-01-08,39,34,30
2001-01-09,34,30,25
2001-01-10,32,28,23
2001-01-11,44,36,27
2001-01-12,41,36,28
2001-01-13,35,30,26
2001-01-14,37,32,27
2001-01-15,37,35,33
2001-01-16,44,40,35
2001-01-17,43,39,35
2001-01-18,36,33,30
2001-01-19,39,37,35
2001-01-20,37,34,30
2001-01-21,32,28,23
2001-01-22,32,28,23
2001-01-23,35,28,21
2001-01-24,41,33,25
2001-01-25,37,32,25
2001-01-26,32,26,21
2001-01-27,39,34,30
2001-01-28,37,32,28
2001-01-29,36,30,26
2001-01-30,51,42,34
2001-01-31,48,40,33
2002-01-01,36,28,21
2002-01-02,37,30,24
2002-01-03,36,32,28
2002-01-04,39,32,26
2002-01-05,42,38,33
2002-01-06,42,35,28
2002-01-07,37,32,26
2002-01-08,35,28,21
2002-01-09,39,36,32
2002-01-10,52,44,37
2002-01-11,45,44,41
2002-01-12,45,40,35
2002-01-13,45,42,37
2002-01-14,46,40,35
2002-01-15,50,42,33
2002-01-16,44,40,36
2002-01-17,46,41,36
2002-01-18,37,34,30
2002-01-19,33,30,26
2002-01-20,37,32,27
2002-01-21,37,34,30
2002-01-22,46,41,36
2002-01-23,46,42,37
2002-01-24,50,46,42
2002-01-25,48,42,36
2002-01-26,53,45,37
2002-01-27,54,44,35
2002-01-28,57,47,37
2002-01-29,68,54,39
2002-01-30,62,52,41
2002-01-31,41,39,37
2003-01-01,46,42,37
2003-01-02,39,34,28
2003-01-03,37,32,28
2003-01-04,36,33,30
2003-01-05,36,34,32
2003-01-06,34,32,30
2003-01-07,30,28,26
2003-01-08,43,36,28
2003-01-09,50,44,37
2003-01-10,44,38,32
2003-01-11,32,28,25
2003-01-12,37,30,24
2003-01-13,39,32,25
2003-01-14,28,24,21
2003-01-15,30,26,21
2003-01-16,28,24,19
2003-01-17,30,22,12
2003-01-18,19,13,7
2003-01-19,28,22,17
2003-01-20,33,26,19
2003-01-21,27,22,17
2003-01-22,23,18,10
2003-01-23,19,14,10
2003-01-24,28,18,8
2003-01-25,30,24,19
2003-01-26,33,27,21
2003-01-27,28,18,8
2003-01-28,25,16,7
2003-01-29,33,29,25
2003-01-30,33,27,21
2003-01-31,37,34,32
2004-01-01,45,41,37
2004-01-02,48,42,35
2004-01-03,48,44,41
2004-01-04,51,44,37
2004-01-05,39,38,37
2004-01-06,39,32,24
2004-01-07,26,22,19
2004-01-08,30,26,21
2004-01-09,28,18,6
2004-01-10,15,8,1
2004-01-11,27,17,7
2004-01-12,37,31,25
2004-01-13,44,32,17
2004-01-14,16,13,10
2004-01-15,16,10,1
2004-01-16,24,12,1
2004-01-17,34,26,19
2004-01-18,34,31,28
2004-01-19,27,24,19
2004-01-20,28,24,19
2004-01-21,28,22,16
2004-01-22,37,28,19
2004-01-23,19,16,14
2004-01-24,24,17,10
2004-01-25,19,14,8
2004-01-26,21,18,15
2004-01-27,24,22,19
2004-01-28,28,24,19
2004-01-29,27,23,19
2004-01-30,24,20,15
2004-01-31,27,22,16
2005-01-01,61,50,37
2005-01-02,46,40,33
2005-01-03,53,49,45
2005-01-04,48,44,41
2005-01-05,45,40,34
2005-01-06,41,37,33
2005-01-07,41,38,35
2005-01-08,41,38,35
2005-01-09,39,36,32
2005-01-10,48,44,39
2005-01-11,39,37,35
2005-01-12,41,38,36
2005-01-13,53,46,39
2005-01-14,55,45,34
2005-01-15,39,30,27
2005-01-16,30,29,28
2005-01-17,28,24,18
2005-01-18,18,14,9
2005-01-19,27,18,9
2005-01-20,30,26,21
2005-01-21,19,14,10
2005-01-22,28,17,6
2005-01-23,25,18,8
2005-01-24,21,14,6
2005-01-25,33,26,19
2005-01-26,37,28,18
2005-01-27,17,13,9
2005-01-28,21,14,6
2005-01-29,30,21,12
2005-01-30,37,30,24
2005-01-31,35,30,24
2006-01-01,42,36,30
2006-01-02,45,40,34
2006-01-03,42,38,34
2006-01-04,39,34,28
2006-01-05,51,43,35
2006-01-06,41,35,29
2006-01-07,34,29,24
2006-01-08,45,39,33
2006-01-09,58,50,41
2006-01-10,49,43,37
2006-01-11,53,44,35
2006-01-12,54,47,40
2006-01-13,52,45,38
2006-01-14,55,44,33
2006-01-15,33,24,14
2006-01-16,31,23,14
2006-01-17,44,33,21
2006-01-18,57,47,36
2006-01-19,45,39,33
2006-01-20,56,46,36
2006-01-21,61,49,37
2006-01-22,43,36,29
2006-01-23,42,40,37
2006-01-24,43,37,31
2006-01-25,45,39,33
2006-01-26,37,31,25
2006-01-27,41,32,22
2006-01-28,55,44,32
2006-01-29,47,41,34
2006-01-30,62,51,39
2006-01-31,42,40,38
2007-01-01,55,50,45
2007-01-02,52,44,36
2007-01-03,51,42,32
2007-01-04,53,45,37
2007-01-05,56,51,46
2007-01-06,71,61,51
2007-01-07,56,50,44
2007-01-08,55,47,38
2007-01-09,45,40,34
2007-01-10,36,33,29
2007-01-11,38,32,26
2007-01-12,50,45,39
2007-01-13,56,49,41
2007-01-14,47,45,43
2007-01-15,52,47,41
2007-01-16,56,40,23
2007-01-17,30,25,19
2007-01-18,37,30,22
2007-01-19,44,38,32
2007-01-20,34,28,22
2007-01-21,30,25,19
2007-01-22,33,29,25
2007-01-23,37,33,29
2007-01-24,42,36,30
2007-01-25,36,26,16
2007-01-26,24,17,9
2007-01-27,39,30,21
2007-01-28,42,37,31
2007-01-29,31,27,23
2007-01-30,36,29,22
2007-01-31,34,30,26
2008-01-01,48,39,29
2008-01-02,37,27,17
2008-01-03,22,18,14
2008-01-04,37,26,14
2008-01-05,40,33,26
2008-01-06,44,39,34
2008-01-07,53,45,37
2008-01-08,54,48,41
2008-01-09,65,55,44
2008-01-10,50,45,39
2008-01-11,53,47,41
2008-01-12,50,45,39
2008-01-13,47,39,31
2008-01-14,40,37,33
2008-01-15,41,37,33
2008-01-16,40,34,27
2008-01-17,40,33,25
2008-01-18,49,43,37
2008-01-19,37,35,32
2008-01-20,35,27,18
2008-01-21,26,21,15
2008-01-22,38,30,21
2008-01-23,41,36,30
2008-01-24,34,29,23
2008-01-25,34,28,21
2008-01-26,32,29,25
2008-01-27,40,35,30
2008-01-28,43,36,28
2008-01-29,42,34,25
2008-01-30,47,40,33
2008-01-31,39,34,28
2009-01-01,28,22,16
2009-01-02,37,30,23
2009-01-03,41,36,30
2009-01-04,44,35,26
2009-01-05,45,41,37
2009-01-06,39,36,32
2009-01-07,40,37,33
2009-01-08,41,36,30
2009-01-09,36,32,27
2009-01-10,32,28,24
2009-01-11,35,30,25
2009-01-12,34,28,21
2009-01-13,40,33,25
2009-01-14,37,28,18
2009-01-15,24,19,14
2009-01-16,19,15,11
2009-01-17,23,15,7
2009-01-18,33,28,23
2009-01-19,32,26,20
2009-01-20,29,25,21
2009-01-21,27,22,17
2009-01-22,37,29,21
2009-01-23,42,34,25
2009-01-24,44,31,17
2009-01-25,29,22,15
2009-01-26,29,25,20
2009-01-27,31,29,27
2009-01-28,42,34,25
2009-01-29,37,33,28
2009-01-30,36,31,25
2009-01-31,30,26,22
2010-01-01,41,37,32
2010-01-02,33,25,17
2010-01-03,24,21,18
2010-01-04,32,26,20
2010-01-05,32,27,21
2010-01-06,36,31,26
2010-01-07,40,35,29
2010-01-08,33,28,23
2010-01-09,32,26,19
2010-01-10,30,22,14
2010-01-11,32,27,21
2010-01-12,37,31,24
2010-01-13,36,30,24
2010-01-14,39,32,25
2010-01-15,50,39,27
2010-01-16,49,41,33
2010-01-17,42,37,31
2010-01-18,50,43,36
2010-01-19,46,40,33
2010-01-20,44,39,33
2010-01-21,43,36,29
2010-01-22,45,39,32
2010-01-23,42,34,26
2010-01-24,49,38,27
2010-01-25,53,49,45
2010-01-26,47,41,35
2010-01-27,42,36,30
2010-01-28,43,32,20
2010-01-29,25,21,16
2010-01-30,20,17,14
2010-01-31,30,23,15
2011-01-01,43,38,33
2011-01-02,49,43,36
2011-01-03,36,32,28
2011-01-04,38,33,28
2011-01-05,40,34,28
2011-01-06,34,29,23
2011-01-07,36,31,25
2011-01-08,32,26,20
2011-01-09,33,30,27
2011-01-10,36,31,25
2011-01-11,32,28,23
2011-01-12,32,28,24
2011-01-13,31,25,18
2011-01-14,30,23,15
2011-01-15,36,29,21
2011-01-16,36,31,26
2011-01-17,27,24,20
2011-01-18,45,35,24
2011-01-19,42,38,34
2011-01-20,36,33,30
2011-01-21,34,27,19
2011-01-22,25,20,14
2011-01-23,25,19,12
2011-01-24,25,16,6
2011-01-25,35,30,24
2011-01-26,34,30,25
2011-01-27,37,32,26
2011-01-28,35,29,23
2011-01-29,34,29,23
2011-01-30,39,32,24
2011-01-31,32,26,20
2012-01-01,50,44,38
2012-01-02,50,42,33
2012-01-03,33,25,16
2012-01-04,29,21,13
2012-01-05,42,34,26
2012-01-06,54,43,32
2012-01-07,61,49,36
2012-01-08,48,41,33
2012-01-09,39,34,29
2012-01-10,48,39,30
2012-01-11,47,39,31
2012-01-12,49,46,42
2012-01-13,50,40,29
2012-01-14,34,31,27
2012-01-15,28,22,16
2012-01-16,39,27,14
2012-01-17,50,44,37
2012-01-18,53,39,24
2012-01-19,38,28,18
2012-01-20,37,32,27
2012-01-21,29,26,23
2012-01-22,34,26,18
2012-01-23,51,42,33
2012-01-24,54,47,40
2012-01-25,46,42,37
2012-01-26,44,39,34
2012-01-27,58,51,44
2012-01-28,46,42,37
2012-01-29,44,39,33
2012-01-30,41,38,34
2012-01-31,57,47,37
2013-01-01,41,34,27
2013-01-02,35,29,23
2013-01-03,33,29,25
2013-01-04,39,35,30
2013-01-05,45,39,32
2013-01-06,45,39,33
2013-01-07,47,39,30
2013-01-08,49,40,30
2013-01-09,48,41,33
2013-01-10,50,44,37
2013-01-11,47,40,33
2013-01-12,49,46,43
2013-01-13,47,45,42
2013-01-14,58,49,39
2013-01-15,39,37,35
2013-01-16,38,36,33
2013-01-17,46,41,36
2013-01-18,36,31,25
2013-01-19,52,42,31
2013-01-20,56,44,31
2013-01-21,33,30,26
2013-01-22,28,21,14
2013-01-23,21,17,12
2013-01-24,26,20,13
2013-01-25,24,19,14
2013-01-26,27,21,14
2013-01-27,35,27,18
2013-01-28,35,30,24
2013-01-29,48,41,34
2013-01-30,52,47,41
2013-01-31,56,43,30
2014-01-01,34,29,24
2014-01-02,33,26,19
2014-01-03,19,14,9
2014-01-04,31,17,3
2014-01-05,49,36,23
2014-01-06,53,37,20
2014-01-07,20,13,6
2014-01-08,24,17,10
2014-01-09,34,28,22
2014-01-10,38,31,24
2014-01-11,54,46,38
2014-01-12,52,43,33
2014-01-13,50,40,30
2014-01-14,48,46,43
2014-01-15,44,38,32
2014-01-16,42,39,35
2014-01-17,45,37,28
2014-01-18,42,35,28
2014-01-19,38,32,26
2014-01-20,48,41,33
2014-01-21,33,23,13
2014-01-22,18,13,7
2014-01-23,21,15,8
2014-01-24,20,16,11
2014-01-25,30,25,20
2014-01-26,36,27,18
2014-01-27,45,34,22
2014-01-28,22,18,14
2014-01-29,24,20,16
2014-01-30,28,21,14
2014-01-31,43,34,25
2015-01-01,40,34,28
2015-01-02,45,40,35
2015-01-03,47,39,30
2015-01-04,55,49,43
2015-01-05,51,37,23
2015-01-06,23,21,19
2015-01-07,25,18,10
2015-01-08,22,15,8
2015-01-09,34,28,21
2015-01-10,24,21,18
2015-01-11,38,29,20
2015-01-12,40,37,34
2015-01-13,37,28,19
2015-01-14,33,26,19
2015-01-15,35,31,27
2015-01-16,45,33,20
2015-01-17,32,25,18
2015-01-18,47,37,27
2015-01-19,45,40,35
2015-01-20,41,37,32
2015-01-21,38,32,26
2015-01-22,41,36,31
2015-01-23,39,34,28
2015-01-24,40,37,33
2015-01-25,45,39,32
2015-01-26,32,28,24
2015-01-27,27,24,20
2015-01-28,33,25,17
2015-01-29,37,27,17
2015-01-30,38,29,19
2015-01-31,27,21,14
2016-01-01,43,40.1,36
2016-01-02,41,37.2,35
2016-01-03,46,40.6,36
2016-01-04,38,28.3,16
2016-01-05,30,22.1,14
2016-01-06,42,34.3,27
2016-01-07,47,40.7,33
2016-01-08,46,40.8,35
2016-01-09,47,44.4,41
2016-01-10,59,52.1,42
2016-01-11,40,33.2,28
2016-01-12,44,34.5,27
2016-01-13,31,26.5,24
2016-01-14,39,31.8,24
2016-01-15,50,42.9,35
2016-01-16,51,45.5,42
2016-01-17,43,34.6,30
2016-01-18,33,26.2,20
2016-01-19,30,24.7,19
2016-01-20,37,33.3,30
2016-01-21,37,31.8,28
2016-01-22,30,26.9,23
2016-01-23,28,27.4,25
2016-01-24,36,29.7,24
2016-01-25,38,34.3,30
2016-01-26,48,42.9,36
2016-01-27,47,42.5,36
2016-01-28,43,38.3,32
2016-01-29,41,38.3,32
2016-01-30,40,35,30
2016-01-31,55,44.4,37
2017-01-01,49,45.6,39
2017-01-02,42,40.1,38
2017-01-03,46,43.4,40
2017-01-04,54,45.8,36
2017-01-05,35,31.9,29
2017-01-06,34,30.9,28
2017-01-07,27,23.4,22
2017-01-08,27,22.2,19
2017-01-09,24,21,17
2017-01-10,47,33,23
2017-01-11,53,47.5,44
2017-01-12,67,57.5,48
2017-01-13,62,46.5,34
2017-01-14,34,31.6,29
2017-01-15,41,35.8,33
2017-01-16,44,38.5,32
2017-01-17,43,40.8,39
2017-01-18,44,41.7,39
2017-01-19,50,44.4,41
2017-01-20,46,42.8,41
2017-01-21,51,46.9,42
2017-01-22,49,45.5,43
2017-01-23,45,41.3,38
2017-01-24,41,39.3,38
2017-01-25,53,44.8,39
2017-01-26,56,49,45
